id,price
287176,1190370.8
64597,525180.0
332336,1092100.0
13567,502177.30817099556
25431,655869.396
34755,671319.3593171536
64598,771975.111111111
123333,284660.0
123334,673986.6666666665
123370,650000.0
127584,634900.16
170931,1365435.8384444446
176518,376467.3261212121
176519,450634.92063492065
176614,1341010.0
176682,1500897.0266666666
176683,1281065.1394043267
176709,3028003.78
176710,1734499.873333333
176711,1773326.782857143
181564,1289205.088
188774,2396000.14
200458,159715.98
202283,556866.6433333333
215976,284660.0
216034,673986.6666666665
216131,3300000.0
238608,370060.0
260548,266958.31833333336
287177,1256702.3564444445
287791,1289205.088
328317,516700.0
331595,317954.98
331599,317954.98
332329,1092100.0
332332,1233136.9047619049
332334,1092100.0
332338,1092100.0
332344,1092100.0
332792,884263.7957222222
332793,655026.6666666666
332969,3300000.0
379979,249260.0
381876,646940.0
381877,680600.0
406377,414359.8333333334
413294,1318533.2933333332
419038,792724.7
478694,1289205.088
491079,556866.6433333333
491202,1200000.0
491204,1045636.4885114885
491206,1250000.0
558433,493960.0
558651,1250000.0
558652,1045636.4885114885
558656,1200000.0
558826,1261096.9189727942
696935,344000.0
696936,344000.0
743189,365306.97
899389,464808.375
956259,910900.0
960232,1289205.088
192912,233378.0
238224,170176.6666666667
127418,183000.0
476380,146866.26423076924
476373,136377.18573345288
121889,220136.0
442705,98280.0
570477,108921.88372738373
190415,100411.74882848246
960153,220000.0
192962,208221.74708569158
272373,119133.33333333331
331484,82856.0
516425,191240.0
331246,98921.8534509129
238012,212539.2637948718
331721,140084.4
200737,148621.30877018732
32111,64312.73004773003
30820,149821.19656197357
34661,100411.74882848246
175362,226315.0
315860,176708.20933333333
491172,223830.66666666663
418089,328146.8
196008,228437.01939393938
176486,117231.0
381656,166484.5323076923
190847,112000.23842895942
36013,133697.56027306028
346688,159150.75666666665
64118,150000.0
227528,153796.87550960016
25373,152521.42857142855
475869,112719.28066378066
379963,102991.09637821886
309712,87000.0
315620,146740.0
121442,136133.09666666665
525382,213700.40335606353
413535,300769.625477707
180667,210140.0
29763,160556.5235768291
256021,220000.0
595719,215000.0
18323,227549.91833333336
32095,186982.74285714285
238584,225365.56
286929,239992.2175757576
230254,206329.29156137977
18751,265000.0
331615,123750.0
261052,178390.809477707
11237,197755.36666666664
331489,142113.9481266772
61262,205000.0
107474,184521.8822781728
418083,258105.14
216015,274101.86342857144
44636,191440.3
13981,157374.37656050955
272759,145980.0
