id,price
1068,479180.0746560458
1069,792522.870909646
1073,212028.12857142856
1082,415548.5485164506
1091,279013.552326294
1363,130258.18
1535,367736.8737405797
11023,483118.7096725607
13114,679053.9512523816
13121,980000.0
13122,479180.0746560458
13123,980000.0
13129,547490.6767163747
13135,470261.8515589174
13136,606650.0006666667
13859,250170.2142857143
14120,384997.7177452229
17962,359574.18641188956
18023,201817.75316001687
18026,304110.5666666666
18031,156818.20831746032
18033,463830.3779648249
18055,156818.20831746032
18056,184344.12809523806
18641,175869.26666666666
18952,792522.870909646
24270,563055.1666666667
24300,241469.13402040317
24962,260711.8525209108
29513,792522.870909646
30487,470261.8515589174
30496,662686.3185335496
30986,292277.598
32487,400655.1545900152
32497,576512.348
34223,679053.9512523816
34228,980000.0
34229,479180.0746560458
34241,606650.0006666667
34447,221764.34782051283
34556,121802.08270878346
34560,335187.896
35408,679053.9512523816
36283,479180.0746560458
36297,547490.6767163747
36313,470261.8515589174
36503,606650.0006666667
36593,980000.0
36594,980000.0
43990,141901.8407936508
44484,190340.96933333334
44522,190340.96933333334
44541,190340.96933333334
44795,275515.51066666667
44810,310197.86666666664
44921,435326.9285714286
44941,435326.9285714286
48130,421728.0223333333
48906,792522.870909646
61506,470261.8515589174
61520,470261.8515589174
61635,520139.84126984107
63611,818471.4528571429
63615,2018150.7317309522
63616,225566.14166666666
63654,479485.22
64454,280843.4428571429
64458,146350.602
64687,479180.0746560458
64693,327933.9102214134
64694,229800.673
64707,484894.6666666666
64711,106076.2
64714,175575.77342857144
64864,126043.01582608695
76712,138136.56666666668
107512,352172.1814284161
107617,458822.03677857143
107648,506136.634
121692,157214.26
121693,151292.94666666668
123342,352172.1814284161
123378,458822.03677857143
123380,506136.634
126492,679053.9512523816
126525,980000.0
126530,980000.0
126531,479180.0746560458
126602,547490.6767163747
126708,470261.8515589174
127160,142347.99353571428
127755,417887.3301587302
133612,1469312.6908105311
144042,319635.196
144080,126284.738
144429,298615.189
170404,235968.705
172269,536274.2695384616
173866,149768.68
173868,71060.04
174902,136906.88144444444
177586,115953.92833333333
179914,336706.11647810804
179924,697972.552
179963,662686.3185335496
179977,241133.67578917893
181779,1628513.777441667
187943,194367.08979540228
189578,535417.1612408314
189587,580000.4385237276
189588,1199911.3725047614
189589,580000.4385237276
191430,187169.3012777778
191965,69251.63599999998
191966,69251.63599999998
191967,69251.63599999998
192661,479180.0746560458
195919,174765.906
196103,171637.92207792206
196105,171637.92207792206
196106,171637.92207792206
199867,238932.86533333332
199881,201931.2245336478
201115,442963.3752950076
201277,289861.0195973154
201303,530596.002
201766,128059.562
202123,142556.64457471264
202124,141263.782
202125,118557.0
202129,206094.18
202354,237329.0
202355,260927.4
202358,167890.73821656048
213982,401340.4410020891
215836,458822.03677857143
215846,506136.634
215857,352172.1814284161
226279,443373.77529500757
226280,963253.3333333334
226291,774777.5582617207
226292,515071.7777777774
226309,432851.49328695657
226325,534111.4856833334
227218,187442.20133333333
227616,198173.49533333335
227714,198218.75733333334
227730,313907.272
227985,295129.23907057056
231004,432851.49328695657
231095,409930.0
232092,506736.5323827911
232097,173088.86666666667
232099,213628.30723636362
232101,312675.68601731607
232102,211030.79948051946
232103,152026.99076190477
232417,236852.81623376624
232525,470261.8515589174
232527,470261.8515589174
232529,168265.0
232575,520139.84126984107
233259,831960.0
233270,136484.39266720577
234636,792522.870909646
237179,470261.8515589174
237225,470261.8515589174
237228,520139.84126984107
237651,488325.812
237944,445132.44533333334
238337,289252.092
238366,233038.68155555555
238758,408962.196
238767,260042.7494992847
238986,582897.8642857141
239068,629073.616
239080,248357.03902564102
255774,1469312.6908105311
259949,506136.634
259961,352172.1814284161
259962,248148.5144086776
259975,460571.90545454546
261283,400080.8333333333
261349,313473.75002380955
261464,372740.5561720057
261552,462260.0998046975
261555,491692.8
261577,257040.0476958921
271287,205340.92711111114
271289,205340.92711111114
283783,471739.14933333336
283802,953487.2544614719
285000,432851.49328695657
285036,409930.0
286226,226001.98333333334
286298,470261.8515589174
292949,535417.1612408314
292957,127293.548
292994,223373.64008033127
293001,226235.34142857144
294088,261518.54587134908
294239,580000.4385237276
294242,580000.4385237276
294302,1199911.3725047614
300375,252236.06233333334
310846,1635647.604
310857,209865.78111884056
310861,165327.116
312221,470261.8515589174
312242,274075.9733333334
312286,470261.8515589174
312525,415548.5485164506
314881,479180.0746560458
315338,99820.76647619047
315772,183105.2460952381
316101,686032.3333333333
330009,1021545.776
330069,450529.35714285716
330080,774777.5582617207
330082,515071.7777777774
330083,766857.442
330097,431999.7985714286
330114,474632.0
331958,652390.7186666667
332547,179908.13136363638
345112,194986.37066666668
346026,347957.2844046102
346028,180039.242
347071,231650.74673015872
347256,327169.5
347275,358593.6047619048
380265,394754.2469967321
380274,479180.0746560458
380434,792522.870909646
380988,535417.1612408314
381755,209049.243329289
381902,580000.4385237276
381963,1199911.3725047614
405457,95251.37619047618
405458,100586.42076428568
405459,146464.38213545288
405487,348336.445948052
405495,144770.9999792757
405496,344912.94232940837
405500,471663.9
405513,810111.9993333332
405514,248730.57586666668
405520,248730.57586666668
405521,794906.666
405523,346996.109948052
405525,301804.24130714283
405526,769810.9023333334
405528,277897.598
405529,304017.4038730159
406834,364896.36666666664
406880,337090.12180952384
406909,375875.41728695657
406916,315599.4619470529
407071,582897.8642857141
407136,1270581.8583933818
414078,415548.5485164506
417678,287435.1026922197
417709,254304.95222889844
419177,344926.5438095238
419215,385579.49047619046
419338,300112.2
419415,433170.64445838507
419437,366538.4
419443,792522.870909646
419445,1225520.3810670995
442375,322542.21974522294
467192,228956.77223809523
474797,289216.87084468995
474799,121136.47266666665
490742,196550.25057142857
493377,792522.870909646
494808,479180.0746560458
495047,415548.5485164506
514606,1127806.5381666664
516544,515071.7777777774
516545,774777.5582617207
516547,167438.188
516644,340648.8566090575
516676,439426.7571428571
524391,268305.3967575758
524399,371725.8956746031
525351,352172.1814284161
525352,251714.30836295782
525359,291448.69533333334
525580,458822.03677857143
525606,506136.634
525626,329271.30862028984
525638,377461.0200174708
557785,662686.3185335496
557990,138714.20233333335
558284,223217.99397971015
558285,136620.164
558288,145251.71533333333
558300,192122.1649960317
558301,199977.6355356798
558553,194850.69000000003
558702,269434.7968142345
593271,405205.73333333334
594432,518466.30408720445
594440,148412.61618253973
595788,470261.8515589174
595859,520139.84126984107
695594,74102.85138095237
695928,295041.74
697939,340648.8566090575
700851,888898.723
744025,191894.80947374503
744527,282496.4301172898
745088,238967.6
745212,792522.870909646
899274,774777.5582617207
899275,515071.7777777774
955557,198899.03859710143
955558,161701.02
955584,337451.1364622425
955585,164907.82788539756
955591,975915.1249333333
955603,159659.03209482404
955633,179909.11065983435
955654,397781.1333333333
955660,334747.6
959906,1469312.6908105311
18186,112311.75714285714
24465,18841.60455988456
24469,28617.39285714286
24470,20400.361471861466
24473,28617.39285714286
24477,30148.946666666663
24478,27091.0
24479,29588.795119047623
24481,21114.01565212565
24487,20009.683333333327
24491,41923.0
24493,26104.963809523804
24495,37549.84968152865
24500,28421.95
24501,30107.249999999993
24502,23613.434285714284
24504,27550.22976190476
24505,22273.08
24509,19280.68333333333
24510,23974.941428571427
43824,19164.620065430754
63797,16516.133333333335
63805,20383.9
63806,20301.28
63807,28073.062000000005
63809,29083.066666666666
120976,24690.169818181817
126494,19775.23809523809
143965,19164.620065430754
144028,21029.4
160946,28040.294549999995
160947,28040.294549999995
160955,26105.79761904762
177755,22794.606666666667
180197,21898.142235365485
180198,21898.142235365485
180199,46461.03333333333
180204,20700.731760461764
